springA,springB,springC,springP,summerA,summerB,summerC,summerP,autumnA,autumnB,autumnC,autumnP,WinterA,WinterB,WinterC,WinterP,,,,,,,,,
42.4,43.9,43.1,1130.5,44.3,46,45.4,14,41.1,42.5,41.8,59.5,39.8,41.2,40.6,273,,,,,,,,,
42.4,43.9,43.1,1130.5,44.3,46,45.4,14,41.1,42.5,41.8,59.5,39.8,41.2,40.6,273,,,,,,,,,
42.4,43.9,43.1,1130.5,44.3,46,45.4,14,41.1,42.5,41.8,59.5,39.8,41.2,40.6,273,,,,,,,,,
42.4,43.9,43.1,1130.5,44.4,46,45.5,630,41.1,42.5,41.8,59.5,39.8,41.2,40.6,273,,,,,,,,,
42.4,43.9,43.1,1130.5,44.4,46,45.5,630,41.1,42.5,41.8,59.5,39.8,41.2,40.6,273,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.4,46,45.5,630,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44,43.2,122.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,178.5,39.9,41.2,40.7,976.5,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.5,46.1,45.5,178.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.6,46.2,45.6,24.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.3,654.5,44.6,46.2,45.6,24.5,41.1,42.5,41.8,45.5,39.9,41.2,40.7,140,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,24.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,444.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.5,44.1,43.4,311.5,44.6,46.2,45.6,444.5,41,42.5,41.8,241.5,40,41.3,40.7,0,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.2,45.6,444.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.3,45.6,157.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.6,44.2,43.4,1120,44.6,46.3,45.6,157.5,41,42.5,41.7,203,40,41.3,40.7,451.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.6,46.3,45.6,157.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.7,46.3,45.6,59.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.2,43.5,493.5,44.7,46.3,45.6,59.5,41.1,42.5,41.7,77,40,41.3,40.7,304.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.6,59.5,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.7,238,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,591.5,44.7,46.3,45.7,238,41,42.5,41.7,0,40,41.4,40.7,52.5,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.7,46.3,45.7,238,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.8,46.4,45.8,672,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.7,44.3,43.5,392,44.8,46.4,45.8,672,41,42.5,41.7,378,40,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.8,46.4,45.8,672,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.9,46.4,45.9,122.5,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,136.5,44.9,46.4,45.9,122.5,41,42.5,41.7,605.5,40,41.3,40.7,210,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.4,45.9,122.5,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.5,45.9,0,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,525,44.9,46.5,45.9,0,40.9,42.4,41.7,0,40.1,41.4,40.7,0,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.9,46.5,45.9,0,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.8,46.4,45.8,325.5,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.8,44.3,43.6,966,44.8,46.4,45.8,325.5,40.9,42.4,41.7,500.5,40.1,41.4,40.7,87.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.8,46.4,45.8,325.5,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.7,46.3,45.6,0,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.4,43.7,420,44.7,46.3,45.6,0,41,42.4,41.7,392,40.1,41.4,40.7,290.5,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.7,46.3,45.6,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.6,46.1,45.5,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,14,44.6,46.1,45.5,0,41,42.4,41.7,157.5,40.1,41.4,40.8,0,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46.1,45.5,0,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46,45.4,196,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
42.9,44.5,43.8,402.5,44.6,46,45.4,196,41,42.5,41.7,143.5,40.1,41.4,40.8,199.5,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.6,46,45.4,196,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.5,46,45.4,42,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.5,43.8,868,44.5,46,45.4,42,41,42.5,41.7,850.5,40.1,41.5,40.8,266,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.5,46,45.4,42,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.6,46,45.5,38.5,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1144.5,44.6,46,45.5,38.5,41.1,42.5,41.7,126,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.5,38.5,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.4,175,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,266,44.6,46,45.4,175,41.1,42.5,41.8,189,40.1,41.5,40.8,290.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.6,46,45.4,175,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.5,46,45.4,602,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43,44.6,43.8,0,44.5,46,45.4,602,41.1,42.5,41.8,119,40.1,41.5,40.8,17.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.4,602,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.3,0,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,623,44.5,46,45.3,0,41.1,42.5,41.8,161,40.1,41.5,40.8,675.5,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.5,46,45.3,0,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.4,46,45.3,80.5,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,416.5,44.4,46,45.3,80.5,41.1,42.5,41.8,329,40.1,41.5,40.8,0,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.4,46,45.3,80.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.3,45.8,45.2,108.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43,44.6,43.8,1676.5,44.3,45.8,45.2,108.5,41.2,42.6,41.9,259,40.1,41.5,40.8,241.5,,,,,,,,,
43.1,44.6,43.8,602,44.3,45.8,45.2,108.5,41.2,42.6,41.9,108.5,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,602,44.3,45.8,45.2,108.5,41.2,42.6,41.9,108.5,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,602,44.3,45.8,45.2,108.5,41.2,42.6,41.9,108.5,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,602,44.3,45.8,45.2,108.5,41.2,42.6,41.9,108.5,40.1,41.5,40.8,0,,,,,,,,,
43.1,44.6,43.8,602,44.3,45.8,45.2,108.5,41.2,42.6,41.9,108.5,40.1,41.5,40.8,0,,,,,,,,,
